STD_YM|STD_YMD|festival_no|MAN_10|MAN_20|MAN_30|MAN_40|MAN_50|MAN_60|WMAN_10|WMAN_20|WMAN_30|WMAN_40|WMAN_50|WMAN_60
201508|20150828|1|625.409999999962|2158.32999999979|4906.61000000049|5155.05000000049|3609.95000000039|2000.97999999978|413.959999999991|2058.02999999974|2544.10999999996|2180.23999999984|1748.86999999982|1136.7299999999
201508|20150829|2|1070.85999999986|4427.50000000281|4862.7400000029|3959.90000000171|4061.75000000157|2921.28000000103|1139.67999999983|3923.60000000215|3434.78000000159|3080.50000000102|3185.51000000123|2207.29000000007
201508|20150829|3|2630.13000000036|9212.45000000275|8910.23000000258|7938.69000000185|7260.1100000023|6095.61000000222|3438.35000000079|11638.570000003|9239.34000000279|8511.85000000176|7007.8500000017|5269.81000000162
201508|20150829|4|2411.04000000002|4598.30000000203|7477.08000000407|7707.63000000382|7340.61000000316|5376.40000000244|2553.3400000001|4777.14000000236|6946.20000000376|7048.88000000319|7065.67000000326|4617.25000000183
201509|20150908|5|1320.1999999998|3548.3400000003|7708.97000000174|8687.97000000213|6730.10000000162|4744.51000000096|1329.20999999977|4678.24000000072|5278.14000000095|5281.65000000093|4641.00000000078|3259.15000000034
201509|20150908|6|2170.53999999992|10562.7300000033|24587.4800000014|27981.8300000008|20719.9500000011|15075.6500000047|3537.27000000044|13495.2400000048|16443.6600000049|15839.4100000039|13597.1000000042|9318.34000000256
201509|20150912|7|1154.77999999988|1153.18999999975|1848.60999999965|2256.94999999982|2063.69999999967|1559.81999999975|1233.76999999988|1310.78999999973|1723.4199999997|2449.88999999996|1646.28999999971|1219.8799999998
201509|20150920|8|1244.19999999982|5331.73000000035|5237.34000000056|5221.25000000056|5402.2600000008|4238.35000000067|1261.4899999998|4594.79000000048|3866.7700000006|3780.18000000044|4148.88000000052|2919.74000000043
201509|20150924|9|3856.66000000108|21863.4999999969|18076.8600000013|14675.410000004|10036.1200000026|6255.52000000191|6341.24000000138|24068.1599999962|13258.530000004|9697.62000000253|6821.06000000171|4889.67000000129
201509|20150925|10|5786.99000000121|13213.7300000034|14022.3000000034|13152.9200000034|10904.6900000029|8743.58000000232|4808.98000000092|16910.0800000024|14019.3800000032|12744.3200000029|9658.44000000248|7012.700000002
201509|20150925|11|1867.82999999974|10060.4500000022|18312.8000000029|21602.4900000003|18357.1300000021|11556.9800000027|2222.82999999991|10728.0800000027|11572.4600000029|11382.5200000023|8902.79000000154|5577.85000000054
201510|20151002|12|1207.76999999985|1837.11999999958|4548.76000000195|5766.73000000234|4702.97000000144|3149.92000000105|1379.08999999983|1996.38999999956|3390.29000000114|4187.49000000134|3274.18000000099|2620.93000000077
