"STD_YM","STD_YMD","festival_no","MAN_10","MAN_20","MAN_30","MAN_40","MAN_50","MAN_60","WMAN_10","WMAN_20","WMAN_30","WMAN_40","WMAN_50","WMAN_60"
"201509","20150911","1",284.669999999997,1016.55999999991,2372.7200000001,2293.35000000001,1556.36999999983,952.23999999992,251.279999999999,1240.09999999989,1470.15999999985,1287.9099999999,929.999999999942,646.339999999958
"201509","20150912","2",1254.11999999981,4706.03000000324,4774.41000000283,4077.14000000153,4126.01000000162,3118.26000000108,1409.43999999978,4572.38000000291,3619.66000000155,3236.73000000111,3304.45000000132,2337.56000000031
"201509","20150912","3",3831.22000000085,14622.7000000043,11946.6400000042,10104.2700000035,8748.17000000256,6906.82000000248,4916.86000000155,18808.6300000003,12406.4100000043,10772.3200000034,8366.04000000229,5722.54000000192
"201509","20150912","4",2908.32000000031,5122.99000000248,8240.60000000439,8143.04000000392,7952.70000000368,5924.27000000291,2876.81000000035,5093.54000000287,7414.30000000431,7611.00000000375,7772.37000000368,5236.91000000251
"201509","20150922","5",1201.54999999981,3511.44000000026,8118.24000000181,9179.03000000223,7059.6100000016,4946.86000000098,1325.11999999978,4644.90000000058,5550.77000000103,5330.32000000087,4605.73000000079,3274.72000000033
"201509","20150922","6",2343.25000000001,10759.2000000035,26582.9000000022,29262.810000001,21687.2200000004,15434.0900000048,3578.93000000043,13716.7900000046,16518.6000000042,16114.2800000043,13592.7800000037,9125.66000000226
"201509","20150926","7",672.909999999944,785.999999999865,1067.22999999983,1444.37999999976,1298.05999999979,1115.09999999984,628.279999999948,865.849999999862,1093.42999999984,1476.08999999982,997.699999999873,891.529999999887
"201510","20151004","8",1136.04999999984,5238.7000000004,5146.33000000056,5003.08000000053,5407.50000000066,4258.75000000063,1154.31999999981,4396.32000000054,3826.47000000058,3726.44000000052,4065.2200000007,3022.43000000038
"201510","20151008","9",5328.1200000017,24939.2999999966,19011.51,14778.5000000039,10189.110000003,6493.24000000202,9640.15000000309,28587.2599999972,13970.4000000039,10761.0700000026,7310.91000000207,5289.9000000017
"201510","20151009","10",5310.07000000171,14088.6000000037,9602.94000000321,8153.64000000201,6810.34000000207,5004.42000000175,6318.53000000148,17036.6000000015,9978.55000000322,9051.39000000254,6415.10000000163,4546.88000000135
"201510","20151009","11",1891.47999999965,7325.65000000086,9194.85000000239,9400.1500000025,9204.74000000249,6378.73000000113,2465.1300000001,6823.85000000104,6445.14000000078,6819.15000000101,6034.05000000078,4253.30000000073
"201510","20151016","12",1636.10999999975,2176.76999999994,5495.18000000254,6878.13000000237,5528.46000000197,3925.8200000011,1938.00999999973,2281.16000000014,4210.03000000136,5074.1700000018,4058.69000000108,3219.74000000102
"201510","20151017","13",1714.46999999982,3006.85000000076,5466.04000000204,5112.15000000166,5151.34000000169,3293.68000000072,1524.06999999983,2885.48000000051,4145.61000000131,4003.45000000101,4294.39000000107,2896.71000000054
"201510","20151030","14",2921.2399999999,12312.1000000029,28623.2400000041,32464.2300000032,21904.2800000031,12166.4700000034,5972.93000000129,16933.7400000033,21264.4500000039,18583.9600000037,12707.850000003,7772.14000000187
"201511","20151101","15",845.879999999914,1782.07999999973,2794.25000000052,2582.82000000034,2469.71000000021,2274.13000000014,1043.44999999988,1986.99999999971,2430.5400000002,2291.99000000011,2515.26000000032,2311.16000000014
"201511","20151105","16",2585.79999999992,11658.6300000032,28900.8800000039,32589.6200000022,22034.8900000036,12146.2000000034,5139.02000000105,16694.7900000036,21052.840000004,17891.0800000036,12326.0500000034,7740.26000000179
"201511","20151105","17",2585.79999999992,11658.6300000032,28900.8800000039,32589.6200000022,22034.8900000036,12146.2000000034,5139.02000000105,16694.7900000036,21052.840000004,17891.0800000036,12326.0500000034,7740.26000000179
"201511","20151107","18",3358.00000000004,19136.1100000012,21034.1000000017,19170.3200000017,16887.1900000016,12664.8000000015,5376.65000000021,25350.0900000021,18818.2800000016,16272.4300000014,14241.5000000013,8366.20000000077
