STD_YM|STD_YMD|festival_no|MAN_10|MAN_20|MAN_30|MAN_40|MAN_50|MAN_60|WMAN_10|WMAN_20|WMAN_30|WMAN_40|WMAN_50|WMAN_60
201601|20160125|39|819.859999999932|7185.43000000147|15420.5500000044|19257.0700000021|16604.8900000035|10993.3800000027|875.549999999908|8212.1500000016|9472.29000000264|9328.82000000203|7463.11000000104|5533.45000000079
201602|20160216|40|899.619999999921|1323.42999999966|2274.60999999989|2974.60000000034|2842.03000000018|2479.73000000011|920.28999999991|1519.15999999969|2049.37999999966|2806.07000000023|2652.16000000015|2433.67000000005
201603|20160313|41|36486|82921|162334|148489|141426|120740|33620|90606|142951|117240|121112|95359
201603|20160318|42|178706|360378|532218|588114|495842|381899|221647|379447|468605|488324|448398|386021
201603|20160321|43|20754|130446|377352|446613|385479|304727|26230|160678|219668|184947|155498|146658
201603|20160326|44|101797|372695|376549|337753|363627|353029|109458|356407|255841|234684|241754|228411
201603|20160331|45|34718|232541|646263|781316|651441|508728|41583|283891|386932|337304|284630|250631
201604|20160402|46|3496764|2839964|3413252|4390358|3668620|2489696|3441636|2942554|3862666|6111106|3925478|2318586
201604|20160402|47|437784|529478|793434|956772|962778|895444|458314|664502|789400|1100448|1032900|1000440
201604|20160412|48|303306|1584762|2648644|3453858|3084924|2276368|376630|1756448|1743392|1764840|1488524|1154888
201604|20160417|49|113096|621236|652574|640942|739810|932592|124756|597682|513886|508258|585184|527012
201604|20160420|50|301681|749613|2139446|2318548|1540740|1050993|208434|1012207|1352325|1092637|768382|616107
201604|20160421|51|288312|738468|1314586|1463772|1191754|1052378|256402|922456|932696|865554|732932|666906
201604|20160422|52|245068|695892|1283626|1321966|1144558|715440|273884|734932|889036|880296|752592|525760
201604|20160422|53|449248|1537644|3435964|3294198|2227374|1632596|527554|2449836|3026372|2314118|1535096|1414494
201604|20160423|54|778752|4188720|2382932|1614512|1517764|1224260|887800|4404902|2077112|1734746|1388006|1079272
201604|20160423|55|143474|488866|627508|555618|531698|360328|159044|488046|504146|477020|460126|330708
201604|20160423|56|221320|1264828|1797996|1677858|1560312|1376664|273538|1679288|1779678|1506448|1297382|966814
201604|20160429|57|128930|342924|1178404|1438181|1075870|829325|83067|464730|799245|652195|482191|389520
201604|20160430|58|262288|577080|1147148|1253612|1230030|920116|234952|587768|877474|933420|930072|690142
201604|20160430|59|420596|508118|787344|972986|875214|745232|421438|538156|711916|936600|682236|580834
201605|20160501|60|87428|139471|208907|221698|176184|169174|95883|152294|203134|226156|154754|161943
201605|20160501|61|122102|200940|324925|333440|299830|246107|103883|192675|280819|284946|255226|247252
201605|20160505|62|66756|208237|232825|258294|277032|238172|75261|199539|193701|201877|189739|156560
201605|20160506|63|124893|337609|411604|481870|394546|352294|191707|439215|420516|473025|342596|247662
201605|20160506|64|200262|368753|534971|536346|601582|483603|162028|336387|443416|508450|581235|483580
201605|20160513|65|183088|376301|839444|987496|760917|535211|356110|563009|714136|719669|480565|369528
201605|20160513|66|110853|481248|1116142|1209604|863654|567562|216226|743429|883428|737672|488245|356647
201605|20160514|67|61318|166418|179150|148778|141709|94717|67353|178758|152589|133953|131333|94272
201606|20160603|68|4200.83000000007|17962.4200000042|30524.9900000033|27930.7600000033|24986.520000002|20013.9600000019|3920.72999999991|19815.7700000046|23599.6300000045|22030.990000004|20230.4600000037|13560.5200000036
201606|20160604|69|3241.02999999991|15278.7900000008|20588.2000000013|18127.8300000017|15733.7500000016|13405.3100000011|4849.57000000007|20386.3000000007|21083.2000000011|18442.1600000015|15650.480000001|11852.4600000009
201606|20160604|70|2577.81000000012|9177.29000000476|7044.84000000301|6101.2700000022|5676.01000000202|5060.61000000166|4154.48000000115|14991.9700000052|7066.10000000269|6743.94000000237|5897.20000000239|4863.39000000152
201606|20160604|71|2217.25999999991|3598.99000000119|5724.10000000245|5460.46000000175|4283.43000000083|3550.56000000041|2770.68000000027|4519.56000000197|4716.05000000166|4591.6700000012|3508.54000000062|3086.87000000034
201606|20160617|72|3687.94000000075|2683.70000000009|5372.1300000029|6058.54000000275|4717.58000000187|3776.43000000116|3075.41000000037|2888.17000000016|4462.71000000177|6311.16000000254|4526.69000000175|3871.39000000087
201606|20160630|73|1669.56999999975|6125.62000000347|7079.62000000312|6800.09000000209|5161.43000000129|3496.73000000043|2022.61999999974|7083.60000000362|5587.0800000022|4989.84000000127|3756.12000000055|3078.90000000024
