,축제명,축제주요내용
87,경복궁 시식공감 ,"['소주방', '국악', '국악공연', '공연', '궁중', '음식', '수라간', '시식', '시식공감', '공감', '프로그램', '가을', '경복궁', '맛과', '멋', '풍류', '특별', '경험', '선사', '이', '이번', '번', '행사', '계절', '절기', '이번', '야간', '야간개방', '개방', '기간', '진행', '조선', '조선시대', '시대', '궁', '궁중야', '중야', '을', '모티브', '참가자', '왕실', '진상품', '왕골', '방석', '나', '주', '소반', '다과', '다과상', '상', '우유', '출처', '경복궁관리소', '관리소', '은', '문화', '감동', '공간', '테마', '궁중음식', '체험', '전통', '전통문화', '복합', '복합체험', '문화재', '문화재청', '청', '궁능유적본부', '능', '유적', '본부', '본부장', '명', '한국', '한국문화재재단', '재단', '이사장', '진', '진옥섭', '옥섭', '22', '22일', '일', '10', '10월5일', '월', '5', '2019', '2019년', '년', '하반기', '1', '1일', '2', '2회', '회', '24', '24회', '회', '7', '7일']"
88,한국민속예술축제 및 전국청소년민속예술제 ,"['2', '2일', '일', '4', '4일', '서울', '놀이', '놀이마당', '마당', '저', '60', '60회', '회', '한국', '한국민속예술축제', '민속', '예술', '축제', '26', '26회', '전국', '청소년', '민속예술제', '예술제', '전라남', '전라남도', '도', '대표', '출전', '신안', '신안군', '군', '비금', '비금중학교', '중학교', '비금뜀뛰기강강', '뜀뛰기', '강', '술래', '은상', '수상', '모습', '사진', '사진제공', '제공', '우승팀', '내년', '61', '61회', '27', '27회', '충북', '정상', '정상혁', '혁', '보은', '보은군수', '군수', '단풍', '속리산', '참여자', '관광객', '조상']"
89,개천절 대제전 ,"['개천', '개천절인', '절인', '3', '3일', '일', '오전', '서울', '종로', '종로구', '구', '사직단', '단군', '단군성전', '성전', '2019', '2019년', '년', '단기', '4352', '4352년', '개천절', '대제', '대제전', '전', '엄수', '2019.10', '03', '공감', '공감언론', '언론', '뉴', '뉴시스', '시스', '독자', '여러분', '제보', '뉴스', '가치']"
90,서울뮤직시티커넥션 ,"['0', '0서울시', '서울시', '10', '10월2', '월', '2', '3', '3일', '일', '플랫폼', '플랫폼창동61', '창동', '61', '레드', '레드박스', '박스', '서울', '서울뮤직시티커넥션', '뮤직', '시티', '커넥션', '을', '27', '27일', '일', '해외', '6', '6개', '개', '국가', '7', '7개', '도시', '음악계', '인사', '전문가', '국내', '뮤지션', '참여', '글로벌', '음악', '행사', '올해', '시민', '일상', '담', '나트륨', '줄', '건강', '보건', '보건기관', '기관', '영어', '말놀이', '마음', '해피', '공약', '매', '페스', '페스토', '토', '행정', '행정기관', '홍보물', '리', '리스타트', '스타트', '페어', '도마', '위', '작년', '기획', '서울뮤직시티', '무대', '공연', '직후', '러브', '러브콜', '콜', '두바이', '샤르', '샤르자', '자', '월드', '월드뮤직', '페스티벌', '초청', '신스', '신스팝', '팝', '밴드', '트리스', '지난해', '11', '11월', '캐나다', '최대']"
91,도봉산 페스티벌 ,"['도봉', '도봉구', '구', '구청장', '이동진', '28', '28일', '일', '29', '29일', '9', '9월27일', '월', '27', '전야제', '도봉', '도봉산', '산', '일대', '2019', '도봉산', '도봉산페스티벌', '페스티벌', '을', '개최', '올해', '은', '계절', '가을', '주민', '자연', '지난달', '27일', '전야', '제', '진행', '성황리', '마무리', '이번', '축제', '물론', '눈', '조망', '9월', '서울', '4', '4월10일', '10', '추진', '추진운영위원회', '운영', '위원회', '구성', '등', '상징', '준비', '한창', '26', '26일', '구', '추진위원회']"
92,구로G페스티벌 ,"['27', '27일', '일', '사흘간', '전통', '전통춤', '춤', '공연', '서울', '구로', '구로구', '구', '29', '29일', '2019', '구', '페스티벌', '을', '개최', '24', '24일', '이', '행사', '구의', '기존', '주민', '축제', '점프', '구로', '2015', '2015년', '년', '시작', '아시아', '문화', '문화축제', '통합', '지역', '6', '6일', '편성표', '이날', '뮤직', '해당', '시간대', '특집', '방송', '편성', '9', '9월', '월', '저녁', '안', '안양천', '양천', '스테이지', '진행', '아시아드림콘서트', '드림', '콘서트', '구로경찰서', '경찰서', '서장', '유', '유윤상', '윤상', '관련', '서울지방경찰청', '지방', '경찰청', '기동', '기동본부', '본부', '산하', '안전', '안전진단팀', '진단', '팀', '정밀', '안전진단', '실시', '2014', '2014년', '직장인', '리그', '오브', '레', '레전드', '전드', '스포츠', '대회', '대회인', '인', '밸리', '게임', '페스티', '이', '금천', '금천구', '금천구ㆍ', 'ㆍ', '위치', '서울디지털산업단지', '디지털', '산업', '단지', '약칭', '국내', '최초', '국가', '국가산업단지', '1980', '1980년대', '년대', '제조업', '중심']"
93,한성백제문화제 ,"['서울', '송파', '송파구', '구', '구청장', '박', '박성수', '성수', '한성', '한성백제문화제', '백제', '문화제', '축제', '오스카', '피', '워드', '8', '8년', '년', '연속', '수상', '27', '27일', '일', '구의', '대표', '축제인', '인', '지난달', '25', '25일', '미국', '송', '송파', '송파구', '파구', '구', '의', '2019', '쾌거', '9', '9월', '월', '버지니아', '버지니아주', '주']"
94,서울국악축제 ,"['대표적', '축제', '저', '6', '6회', '회', '뮤직', '뮤직페스티벌', '페스티벌', '11', '11월', '월', '18', '18일', '일', '국악', '크로스', '크로스오버', '오버', '그룹', '블랙', '블랙스트링', '스트링', '성공적', '무대', '서울', '대학교', '과', '교수', '거문고', '명인', '허', '허윤정', '윤', '정', '주축', '타악기', '연주', '치유', '시간', '일상', '일상다반사', '다반사', '한소리', '한소리전통예술단', '전통', '예술단', '휴', '지금', '공연', '27', '27일', '강원', '강릉', '강릉아트센터', '아트', '센터', '북', '북카페', '카페', '무료', '관람', '수', '한', '의사', '이야기', '연극', '엘', '펀트', '송', '은', '부천', '인천', '부녀회', '부산', '양지', '양지라이온스클럽', '라이온스', '라이온스클럽', '클럽', '회원', '등', '관광객', '시식', '의', '장도', '마련', '부대', '부대행사', '행사', '먹거리', '푸드', '푸드존', '존', '대파', '육개장', '대파전', '전', '해물', '해물파전', '파전', '대파꼬치구이', '꼬치', '구이', '판매']"
95,염리동 소금 축제 염리동 愛(애) 소금꽃 피다! ,"['소금', '염', '마을', '리', '조선', '조선시대', '시대', '장수', '배', '동네', '이름', '염리', '염리동', '동', '꽃', '슬로건', '진행', '사람', '사랑', '맛', '축제', '로', '공연', '다양', '주민', '주민자치위원회', '자치', '위원회', '주최', '문화', '문화축체추', '축', '체', '추', '진단', '주관', '이번', '애', '소금꽃', '주제', '을', '표현', '체험', '전통', '0', '현대']"
96,서서울호수공원 수상음악축제 ,"['9', '9월', '월', '서서', '호수', '호수공원', '공원', '10', '10주년', '주년', '축하', '수상', '수상음악', '음악', '축제', '환상적', '무대', '공연', '박수', '오케스트라', '첼로', '연주', '박', '박주연', '주연', '양', '양강중', '강', '중', '2', '2학년', '학년', '양', '중1때', '1', '때', '단원', '합류', '서울시', '서부', '녹', '녹지사업소', '지사', '업소', '개', '개원', '원', '기념', '음악축제', '개최', '중앙', '위치', '최초', '0', '0서울시', '27', '28', '28일', '일', '23', '23일', '서울', '양천', '양천구', '구', '신월', '신월동', '동', '은', '1959', '1959년', '년', '2003', '2003년', '10월', '하루', '평균', '12', '12만', '만', '물', '공급', '신월', '신월정수장', '정수장', '업', '업코리아', '코리아', '포스터', '10년', '27일']"
97,서울스트릿댄스 페스티벌 ,"['무료', '댄스', '연습장', '두더지', '두더지홀', '홀', '성공적', '개최', '전국', '스트릿', '댄서', '비보', '힙합', '서울', '팀', '상금', '공사', '대전', '방문', '해', '원년', '댄스페스티벌', '페스티벌', '의', '성황리', '종료', '18', '18일', '일', '흥행', '오후', '1', '1시', '시', '버스', '버스킹존', '킹', '존', '이', '인', '스쿨', '로이', '로이로이', '김', '정', '복음', '미', '헤이', '헤이르협동조합', '르', '협동조합', '현성', '리딩', '시', '대표', '비', '비보이', '보이', '지역', '3', '3개', '개', '대학', '주민', '동호회', '동대문', '동대문구', '구', '페스티', '등', '진행', '이', '청소년', '참여', '수', '랩', '배', '배틀', '틀']"
98,제로원데이(ZER01NE DAY) ,"['중소', '중소벤처기업부', '벤처', '기업', '부', '박', '박영선', '영선', '중기', '중기부', '장관', '26', '26일', '일', '오후', '서울', '용산', '용산구', '구', '옛', '현대', '현대자동차', '자동차', '원효로', '서비스', '서비스센터', '센터', '부지', '열린', '제로', '제로원데이', '원', '데이', '01', '2019', '행사장', '대기업', '스타트', '스타트업간', '업', '간', '상생', '활동', '격려', '사진', '제공', '현대자동차그룹', '그룹', '후원', '제로원', '상상력', '창의력', '기반', '다양', '콘텐츠', '대중', '소통', '개최', '현대차그룹', '차', '창의', '창의인재', '인재', '생태계']"
99,라틴아메리카축제 ,"['저', '8', '8회', '회', '라틴', '메리', '메리카', '카', '축제', '9', '9월', '월', '28', '28일', '일', '서울', '성북', '성북구', '구', '성', '성북천분수마루', '북천', '분수', '마루', '정오', '저녁', '8시', '시', '주최', '성북', '글로벌', '빌리지', '빌리지센터', '센터', '주관', '이번', '행사', '협력', '상생', '파트너', '부활', '르', '티나', '선거', '선거관리국', '관리국', '은', '이날', '오후', '9시', '현지', '현지시각', '시각', '파', '포', '포퓰리즘', '퓰', '리', '즘', '진영', '유엔', '산하', '카리브', '카리브경제위원회', '경제', '위원회', '아', '아르', '공공', '공공부채', '부채', '올해', '97.7', '추정', '한편', '다양', '문화', '공존', '마카오', '10', '10월', '26', '26일', '아메리카', '도', '11', '11월', '10일', '30', '30일', '대학', '관광', '관광학교', '학교', '시립', '시립대학', '등', '고등', '고등교육기관', '교육', '기관', '업', '업코리아', '코리아', '메리카축제', '축하', '12', '12개국', '개', '국', '대사관', '관계자', '이승', '성북구청장', '구청장', '앞줄', '왼쪽', '일곱', '번째', '이', '파이팅', '일', '한성', '한성대입구역', '대입', '구역', '분수마루', '내', '외국인', '중남미', '국가', '화려', '자유', '맛', '멋', '열정적', '에너지', '수', '개최', '기호', '기호일보', '일보', '0', '안산', '안산원곡초등학교', '원곡', '초등학교', '21', '21일', '25', '25일', '교실', '특별', '특별실', '실', '온누리', '어울림', '23', '23일', '원주민', '드림', '드림캐처', '캐처', '만들기', '댄스', '체험', '체험마당', '마당', '대륙', '밖', '엘', '바', '과테말라', '오하', '오하카', '장애인', '장애인연합', '연합', '부스', '마련', '이웃', '커뮤니티', '커뮤니티간', '간', '화합', '장', '계획', '수익', '창출', '참가자', '초점', '점', '차', '차경미', '경', '미', '최근', '발생', '시위', '중', '콜롬비아', '각계', '각계각층', '각층', '모든', '시민', '교육계', '참여']"
100,종로청계관광특구 육의전 축제 ,"['종로', '구청장', '김', '김영종', '영종', '저', '14', '14회', '회', '육의', '육의전', '전', '축제', '종로청계관광특구', '청계', '관광', '특구', '27', '28', '28일', '일', '개최', '조선', '조선시대', '시대', '나라', '필요', '물품', '공급', '권리', '상점', '시', '시전', '지전', '지', '어물전', '수산물', '포', '포전', '삼베', '국가', '수요', '수요품', '품', '조달', '여섯', '종류', '이', '거리', '오늘날', '로', '의미', '상가', '특성', '체험', '행사', '2019.9']"
101,서초서리풀페스티벌 ,"['내용', '서리', '서리풀', '풀', '페스티벌', '관련', '홍보', '콘텐츠', '피드백', '개선', '부분', '내년', '활성화', '방안', '논의', '등', '진행', '다양', '의견', '서', '서초', '초', '시의', '당시', '집회', '현장', '근처', '축제', '폐막', '폐막식이', '식이', '철', '철호', '호', '기자', '기사', '기사보기', '보기', '판결', '재구성', '3', '3년간', '년', '간', '동거', '아내', '살해', '팔', '팔국', '국', '이', '전', '전희경', '희경', '한국', '한국당', '당', '대변인', '전날', '페이스', '페이스북', '북', '구청', '서리풀페스티벌', '촛불', '촛불집회', '참가자', '구분', '글', '게시', '대한', '대한민국', '민국', '정신', '정신나간', '나간', '역', '중심', '색', '표시', '3동', '동', '사거리', '상대적', '오른쪽', '그림', '도로', '도로주변', '주변', '집계', '집계구', '구', '8', '8만', '만', '8천여명', '천', '여', '명', '5', '5개', '개', '권역', '1', '1명당', '점', '한편', '이날', '일대', '28', '28일', '일', '오후', '2', '2시', '시', '9', '9시', '반', '이어진', '해당', '페스티', '10', '10만명', '가량', '참석', '추산', '관계자', '일시적', '숫자']"
