,MAN_10,MAN_20,MAN_30,MAN_40,MAN_50,MAN_60,WMAN_10,WMAN_20,WMAN_30,WMAN_40,WMAN_50,WMAN_60,total
1,0.02859390736180694,0.07490407500063039,0.14378519002113102,0.14403444349405553,0.10013787640269706,0.056265036550515984,0.0906514442723476,0.10031031000225502,0.08878873853545584,0.081561562436351,0.05500608333522876,0.035961332587524764,1.0
2,0.028959430744038367,0.1140483128401334,0.1240784340428772,0.10232796016866129,0.11090568133401217,0.0811239558176289,0.028657947332164046,0.10358422328918702,0.08880166758320628,0.07664586628494569,0.08346945728791294,0.057397063275232627,1.0
3,0.034592962890250656,0.12287452240539781,0.10344498882689705,0.0839596428574012,0.07678084050980323,0.05975150551710566,0.044312823667571895,0.15553859134482736,0.10009509368332108,0.0931557530703958,0.07535301780255796,0.050140257424470244,1.0
4,0.03741432178870744,0.06722612685839136,0.10931767142929416,0.11420105829120199,0.10864620739946565,0.08026357591796383,0.038409073455488454,0.06834359207036904,0.10091937999581013,0.10284739346181883,0.10312675976481002,0.069284839566679,1.0
5,0.021300765356205356,0.060836139443720905,0.13731080017621836,0.15315137177482732,0.11837212382679926,0.08545916450988439,0.02428955570862983,0.07982127009515165,0.09360887239176086,0.09197226488208436,0.07858789974229052,0.05528977209242729,1.0
6,0.012699259788038991,0.059279148697284054,0.14001449690341525,0.16113459469852745,0.12025301635752542,0.08689305147966919,0.019245016135699653,0.07945796608526692,0.09269520723674982,0.09357222444392332,0.08021267034423239,0.05454334782966752,1.0
7,0.056171825433920915,0.058273551564134225,0.09508533197029813,0.12011909284190812,0.10306413471731139,0.078797078764757,0.06049808970149353,0.06788222378236644,0.08929775398218828,0.12190459048412117,0.08330383193350624,0.06560249482399444,1.0
8,0.029902927983335194,0.07553275146045266,0.10967502294172089,0.11699392924664744,0.09166643989130145,0.0829254415877641,0.02924504561270287,0.07449809466604397,0.10866645700465385,0.11461769740048336,0.09128181015563021,0.07499438204926388,1.0
9,0.029062307327265044,0.1597310972205308,0.12919081404643523,0.10332362659599821,0.07148100921906848,0.04548564432736401,0.04489912812837777,0.16933669539437518,0.08860402157526741,0.07124119854260684,0.05062832244401263,0.03701613517869848,1.0
10,0.037967205604053963,0.10603847604968904,0.10266117912557447,0.09352347251619517,0.0788729375458356,0.06580918574949356,0.04315106565211247,0.14497013500942177,0.10759114334160669,0.0912958545081301,0.0721335160564746,0.055985828841412524,1.0
11,0.012561086258842152,0.08392487128403163,0.13681843544238562,0.16923853508905073,0.13919418274753628,0.0857657997052126,0.01661990554113914,0.08136811317040335,0.08204702103848623,0.08190402719324094,0.06596287307176672,0.044595149457904625,1.0
12,0.0406236885117229,0.05620516004854565,0.10290788835333974,0.12322165069076722,0.09240217208670123,0.0722180720620696,0.04687382117902774,0.0636468049748352,0.13025998700309402,0.12174165896664706,0.08135683554394456,0.06854226057930504,1.0
13,0.03670645870243846,0.06783114041457129,0.114929516783343,0.1090289678275137,0.11718851355931238,0.0785725696360588,0.03567462507381166,0.06383668806335133,0.09398012334563378,0.09543262946934389,0.11319139872395499,0.07362736840066675,1.0
14,0.01974925116522132,0.06145419361516202,0.14462223907916164,0.16680292176936626,0.11166242724759762,0.061946396787968976,0.03410292060606467,0.08679724157628743,0.111373403298123,0.09595158878932086,0.06628842504211369,0.03924899102361263,1.0
15,0.04183710730965776,0.0726116904428948,0.10718681648184351,0.0995298901023828,0.09072366330371485,0.0851287768106661,0.050496118065225935,0.0838234612285378,0.0997485143870729,0.09694870214675187,0.09058930751265776,0.08137595220859378,1.0
16,0.011231029633587008,0.06142455465253411,0.15322212771490482,0.17549286770720354,0.11343545799373497,0.05776379344638763,0.02501166722519642,0.09033976972032091,0.11345751543440703,0.09595559411523313,0.06512277481055606,0.03754284754593429,1.0
