STD_YM,STD_YMD,festival_no,분석기준일,MAN_10,MAN_20,MAN_30,MAN_40,MAN_50,MAN_60,WMAN_10,WMAN_20,WMAN_30,WMAN_40,WMAN_50,WMAN_60
201604,20160404,43,d-day,137432.0,730734.0,1745258.0,1987758.0,1709884.0,1439804.0,188130.0,993800.0,1145032.0,964638.0,838950.0,790376.0
201604,20160409,44,d-day,648628.0,1949574.0,1746326.0,1549760.0,1635452.0,1503254.0,897252.0,2224242.0,1215058.0,1163972.0,1114502.0,1065102.0
201604,20160414,45,d-day,129844.0,866768.0,2519970.0,2989872.0,2440838.0,1977766.0,155322.0,993986.0,1413966.0,1228132.0,1064094.0,965912.0
201604,20160416,46,d-day,2889510.0,2521364.0,3230472.0,3888546.0,3540184.0,2388754.0,2901562.0,2734978.0,3469662.0,5557872.0,3511076.0,2133326.0
201604,20160416,47,d-day,439394.0,493390.0,743276.0,892404.0,964268.0,846946.0,471194.0,698486.0,727018.0,1013296.0,978768.0,863842.0
201604,20160426,48,d-day,265068.0,1425634.0,2422206.0,3204786.0,2934230.0,2103568.0,346954.0,1549696.0,1572648.0,1600404.0,1342888.0,1057838.0
201605,20160501,49,d-day,42533.0,223375.0,218205.0,231202.0,240462.0,315564.0,52252.0,201862.0,164320.0,161303.0,177341.0,160463.0
201605,20160504,50,d-day,123172.0,272788.0,654906.0,642023.0,431100.0,299031.0,97423.0,375468.0,433275.0,340375.0,229932.0,179631.0
201605,20160505,51,d-day,117794.0,202797.0,255194.0,265698.0,191736.0,191380.0,95316.0,226832.0,285445.0,248142.0,158726.0,156992.0
201605,20160506,52,d-day,59889.0,155724.0,224641.0,227210.0,235528.0,149115.0,59134.0,149129.0,169978.0,173233.0,168240.0,122677.0
201605,20160506,53,d-day,82644.0,313561.0,520101.0,412639.0,322985.0,262796.0,96683.0,450129.0,505673.0,375163.0,281721.0,247868.0
201605,20160507,54,d-day,236979.0,1009727.0,522961.0,349999.0,318403.0,280427.0,305736.0,1058951.0,457697.0,397522.0,352733.0,257354.0
201605,20160507,55,d-day,57802.0,161089.0,180869.0,151445.0,146628.0,105800.0,64990.0,167924.0,158630.0,150003.0,140737.0,100222.0
201605,20160507,56,d-day,106507.0,356134.0,450610.0,419076.0,369551.0,346580.0,161552.0,482512.0,474056.0,447829.0,362051.0,291474.0
201605,20160513,57,d-day,99379.0,245524.0,586747.0,570344.0,395688.0,283267.0,80850.0,326709.0,396817.0,312208.0,214611.0,181515.0
201605,20160514,58,d-day,73666.0,151719.0,270943.0,273450.0,262868.0,206900.0,80911.0,186753.0,223964.0,238271.0,215541.0,166233.0
201605,20160514,59,d-day,115063.0,142128.0,195483.0,216915.0,193378.0,158529.0,119902.0,167705.0,176653.0,225200.0,146641.0,133843.0
201605,20160515,60,d-day,81131.0,124386.0,169706.0,193852.0,170349.0,165355.0,87529.0,135690.0,178249.0,201170.0,145360.0,143353.0
201605,20160515,61,d-day,82588.0,144373.0,230680.0,247042.0,221687.0,175379.0,73721.0,120773.0,183172.0,205752.0,169513.0,146879.0
201605,20160519,62,d-day,82513.0,355035.0,576977.0,731205.0,663305.0,493955.0,100315.0,399750.0,401827.0,396221.0,325202.0,250261.0
201605,20160520,63,d-day,200581.0,505775.0,1098766.0,1184602.0,848620.0,574350.0,243426.0,766253.0,893046.0,744698.0,513196.0,376389.0
201605,20160520,64,d-day,260698.0,396006.0,637099.0,717523.0,839323.0,760699.0,249042.0,409190.0,620889.0,763126.0,980032.0,770953.0
201605,20160527,65,d-day,164676.0,373054.0,825257.0,968346.0,746922.0,521780.0,304207.0,590472.0,698771.0,673209.0,484411.0,374350.0
201605,20160527,66,d-day,101801.0,473340.0,1090024.0,1196162.0,851937.0,564597.0,180651.0,738627.0,861514.0,712087.0,498208.0,357331.0
201605,20160528,67,d-day,59380.0,172604.0,200372.0,167261.0,160818.0,108598.0,66138.0,188809.0,168680.0,154455.0,150317.0,101056.0
201606,20160617,68,d-day,3601.7699999999395,17959.0500000039,30626.130000004,27308.3400000029,25031.5400000014,19632.6300000028,3318.6999999999202,19041.0900000044,23221.550000004197,21913.1600000037,19996.4200000035,13484.490000003501
201606,20160618,69,d-day,2694.51999999987,14060.620000000701,19673.530000001,17011.6500000016,15110.2100000013,13112.230000000902,3522.90000000002,18779.1500000005,19732.7400000009,17016.420000001002,14782.3300000008,11064.5700000007
201606,20160618,70,d-day,2525.4400000001,8828.970000004341,7077.0400000029,6315.4800000021205,6024.45000000241,5120.85000000186,3293.9300000005796,14190.6600000051,7389.370000003,6805.200000002429,6137.3100000023205,5091.2400000018
201606,20160618,71,d-day,2562.54000000023,4192.84000000151,6138.510000002349,6042.75000000208,4603.11000000118,4001.9400000006203,3401.05000000083,5130.9500000025,5243.44000000206,5217.01000000159,3730.58000000056,3242.6200000005397
201607,20160701,72,d-day,3575.6800000005896,3646.6900000008704,6865.69000000301,7663.570000003149,6007.080000002571,4631.60000000152,3226.9100000003996,4081.8200000012203,5814.69000000215,7328.7900000028,5274.050000001789,4632.6300000014
201607,20160714,73,d-day,2141.04999999978,7751.100000005071,8520.82000000463,8356.75000000322,6077.00000000251,4331.15000000123,2752.4900000003304,9159.52000000542,7012.65000000384,6288.52000000261,4667.3600000017295,3802.36000000085
201509,20150911,1,a1,284.669999999997,1016.55999999991,2372.7200000001003,2293.35000000001,1556.36999999983,952.2399999999199,251.279999999999,1240.09999999989,1470.1599999998498,1287.9099999999,929.999999999942,646.339999999958
201509,20150912,2,a1,1254.11999999981,4706.030000003239,4774.410000002829,4077.1400000015296,4126.010000001621,3118.2600000010802,1409.43999999978,4572.3800000029105,3619.66000000155,3236.73000000111,3304.4500000013204,2337.56000000031
201509,20150912,3,a1,3831.22000000085,14622.700000004299,11946.6400000042,10104.2700000035,8748.17000000256,6906.820000002479,4916.86000000155,18808.6300000003,12406.4100000043,10772.3200000034,8366.04000000229,5722.54000000192
201509,20150912,4,a1,2908.32000000031,5122.99000000248,8240.600000004391,8143.040000003921,7952.70000000368,5924.27000000291,2876.8100000003496,5093.54000000287,7414.300000004309,7611.00000000375,7772.370000003679,5236.91000000251
201509,20150922,5,a1,1201.54999999981,3511.44000000026,8118.240000001809,9179.03000000223,7059.6100000016,4946.860000000979,1325.11999999978,4644.90000000058,5550.77000000103,5330.32000000087,4605.73000000079,3274.7200000003304
201509,20150922,6,a1,2343.25000000001,10759.2000000035,26582.900000002202,29262.810000001,21687.2200000004,15434.0900000048,3578.9300000004296,13716.7900000046,16518.6000000042,16114.280000004299,13592.7800000037,9125.660000002259
201509,20150926,7,a1,672.909999999944,785.9999999998649,1067.22999999983,1444.3799999997598,1298.05999999979,1115.09999999984,628.279999999948,865.849999999862,1093.42999999984,1476.0899999998198,997.6999999998731,891.529999999887
201510,20151004,8,a1,1136.04999999984,5238.7000000004,5146.33000000056,5003.08000000053,5407.50000000066,4258.75000000063,1154.31999999981,4396.32000000054,3826.47000000058,3726.44000000052,4065.2200000007,3022.4300000003805
201510,20151008,9,a1,5328.1200000017,24939.2999999966,19011.51,14778.500000003898,10189.110000003,6493.240000002021,9640.15000000309,28587.2599999972,13970.4000000039,10761.0700000026,7310.91000000207,5289.9000000016995
201510,20151009,10,a1,5310.0700000017105,14088.600000003702,9602.94000000321,8153.640000002009,6810.34000000207,5004.42000000175,6318.5300000014795,17036.600000001497,9978.55000000322,9051.39000000254,6415.100000001629,4546.88000000135
201510,20151009,11,a1,1891.4799999996499,7325.650000000859,9194.85000000239,9400.1500000025,9204.74000000249,6378.730000001129,2465.1300000001,6823.85000000104,6445.14000000078,6819.150000001011,6034.05000000078,4253.30000000073
201510,20151016,12,a1,1636.10999999975,2176.76999999994,5495.18000000254,6878.13000000237,5528.46000000197,3925.8200000010997,1938.0099999997303,2281.16000000014,4210.030000001359,5074.1700000018,4058.6900000010796,3219.74000000102
201510,20151017,13,a1,1714.46999999982,3006.85000000076,5466.04000000204,5112.15000000166,5151.34000000169,3293.68000000072,1524.06999999983,2885.4800000005102,4145.61000000131,4003.4500000010103,4294.390000001071,2896.7100000005394
201510,20151030,14,a1,2921.2399999998997,12312.1000000029,28623.2400000041,32464.230000003197,21904.280000003102,12166.4700000034,5972.93000000129,16933.7400000033,21264.4500000039,18583.960000003703,12707.850000003,7772.14000000187
201511,20151101,15,a1,845.8799999999139,1782.0799999997303,2794.2500000005202,2582.82000000034,2469.71000000021,2274.1300000001397,1043.44999999988,1986.99999999971,2430.5400000002,2291.9900000001103,2515.26000000032,2311.16000000014
201511,20151105,16,a1,2585.79999999992,11658.6300000032,28900.8800000039,32589.620000002204,22034.890000003597,12146.2000000034,5139.02000000105,16694.790000003602,21052.840000004,17891.0800000036,12326.0500000034,7740.260000001791
201511,20151105,17,a1,2585.79999999992,11658.6300000032,28900.8800000039,32589.620000002204,22034.890000003597,12146.2000000034,5139.02000000105,16694.790000003602,21052.840000004,17891.0800000036,12326.0500000034,7740.260000001791
201511,20151107,18,a1,3358.0000000000396,19136.1100000012,21034.100000001697,19170.3200000017,16887.1900000016,12664.800000001498,5376.65000000021,25350.0900000021,18818.2800000016,16272.4300000014,14241.500000001299,8366.20000000077
201511,20151107,19,a1,6515.49000000182,4905.79000000231,5756.090000003471,9163.420000004058,7009.55000000274,4088.10000000133,6831.73000000204,5252.100000002511,6734.9900000036905,12040.4900000049,7455.53000000271,4559.05000000193
201511,20151113,20,a1,3241.7299999999395,26069.1100000021,57479.530000001905,60809.1500000011,41335.7600000026,22794.5800000028,6777.380000000389,38233.380000002406,41613.6400000027,33166.530000003,23336.5900000016,14088.5300000015
201511,20151116,21,a1,2235.73999999981,22883.100000001497,54779.340000002405,60107.3300000008,40262.3700000017,22796.400000002202,4869.02000000016,33252.4000000021,37284.2000000025,29784.420000002003,22293.8400000019,14435.6100000018
201511,20151124,22,a1,1298.70999999982,3361.6100000002302,7371.46000000177,8149.7300000018,6404.790000001421,4305.54000000066,1270.26999999978,4345.660000000471,5074.31000000089,4910.250000000779,4264.55000000063,2997.23000000016
201511,20151125,23,a1,3476.2600000003004,14075.810000001798,33965.2700000004,32649.8699999995,19362.0399999999,10474.0400000019,2801.60000000014,18163.490000000802,21344.1900000005,15737.910000001799,10536.9900000016,6830.45000000125
201511,20151127,24,a1,850.8799999999319,7049.300000000459,18293.4900000031,19960.4000000026,13748.400000002901,7432.730000001421,961.909999999929,8420.37000000057,10199.1200000016,7610.080000000709,5889.14000000057,3711.69000000017
201512,20151202,25,a1,4551.87000000085,22186.9999999982,16911.5400000031,13118.080000003401,9095.660000002099,5929.98000000141,7698.850000001079,25359.639999999,12689.770000003702,9871.74000000198,7056.600000001321,4750.360000000979
201512,20151209,26,a1,2421.77000000004,9982.19000000183,25391.5900000001,23943.6799999994,14605.2200000022,8051.67000000105,2181.87999999991,13295.4700000018,15776.4500000023,11386.5300000017,7981.760000000992,5413.8000000006505
201512,20151212,27,a1,2625.56000000041,5385.580000002929,7088.500000003779,7259.48000000318,6382.16000000297,4307.67000000171,2359.90000000011,4856.86000000261,5890.54000000349,5886.24000000276,5123.130000002489,3863.33000000147
201512,20151212,28,a1,2855.34000000047,6059.22000000455,5680.80000000385,5419.12000000226,4813.91000000182,3476.6800000010103,2936.7800000008697,6974.700000005229,5565.21000000389,6079.80000000302,5000.62000000251,3454.850000001
201512,20151218,29,a1,3068.6900000002397,12742.0500000029,22707.4599999984,19775.4000000004,12591.0900000028,7694.51000000178,3788.3000000003794,20461.2399999991,21282.3299999989,15127.8000000028,10203.510000001801,7348.2300000018
201512,20151218,30,a1,7154.77000000154,30149.2299999997,24940.2099999988,19131.7999999995,13302.590000003798,9150.37000000242,12750.090000003602,39276.209999996696,20469.2599999995,15642.2800000035,10857.9000000035,7397.20000000182
201512,20151227,31,a1,1216.0299999998301,4400.99000000082,3999.50000000074,4036.4100000006897,4235.790000000789,3323.9200000004803,1472.46999999974,4026.0000000007703,3248.5000000004197,3203.8200000004604,3508.72000000047,2524.79000000004
201601,20160102,32,a1,2470.1799999999803,2156.91999999975,2738.3100000000304,3045.76000000036,2847.1300000002398,2329.22999999997,2139.01999999984,1753.2099999997101,2466.59999999994,3935.8700000009794,2644.46000000005,2207.53999999983
201601,20160107,33,a1,1917.8299999998198,8505.470000001329,22733.0600000007,21967.0400000008,13302.8500000027,8018.600000001321,1994.3799999998103,11715.7100000019,14582.8100000026,11015.2600000016,6890.90000000102,5210.61000000076
201601,20160108,34,a1,169.320000000001,263.549999999997,465.109999999957,558.5299999999579,490.52999999996103,435.27999999996905,191.84,270.78999999999803,373.71999999997297,455.669999999968,448.169999999973,358.189999999975
201601,20160108,35,a1,1313.64999999988,2721.32000000072,4716.4500000016,5070.00000000146,4172.12000000102,3198.90000000086,1456.90999999986,2754.46000000063,3944.9400000012,4111.640000001071,3648.9000000010496,3243.67000000084
201601,20160108,36,a1,166.86,489.869999999911,628.0799999999019,734.759999999918,705.2199999999181,593.709999999928,202.909999999999,498.779999999921,490.63999999994905,643.649999999926,509.96999999995904,426.849999999963
201601,20160108,37,a1,2354.36999999995,3310.2000000007697,6370.46000000308,7793.17000000303,7681.68000000292,6143.78000000205,2056.34999999982,3705.16000000141,5207.46000000236,5980.720000001989,6382.010000002249,5207.82000000183
201601,20160108,38,a1,2155.36999999977,20573.2500000031,46414.1099999926,46948.1199999933,32155.460000002404,21018.3200000032,3627.89000000034,33089.0500000029,37397.6599999963,28783.6200000023,22109.9700000026,16074.1600000045
201602,20160215,39,a1,749.039999999932,7867.510000001691,15524.4000000044,19043.660000002,16946.900000003,11569.0400000032,930.859999999906,8350.11000000193,9607.7600000027,9155.20000000203,7410.3900000013,5502.23000000093
201603,20160308,40,a1,173812.0,228300.0,388805.0,510149.0,480769.0,462656.0,178151.0,282637.0,397970.0,504391.0,466412.0,458388.0
201604,20160403,41,a1,180108.0,417074.0,713396.0,750704.0,714006.0,589882.0,179426.0,447550.0,650446.0,653738.0,591850.0,481306.0
201604,20160408,42,a1,795246.0,1502984.0,2281246.0,2430032.0,2104836.0,1658082.0,965570.0,1616254.0,2022574.0,2111392.0,1937862.0,1644500.0
201604,20160411,43,a1,107600.0,567318.0,1560176.0,1823610.0,1521838.0,1251470.0,121178.0,756184.0,930326.0,780040.0,676230.0,625892.0
201604,20160416,44,a1,295304.0,1242350.0,1521276.0,1403758.0,1520200.0,1444842.0,319612.0,1190408.0,1047134.0,943314.0,1004558.0,944602.0
201604,20160421,45,a1,138242.0,868112.0,2549898.0,3028194.0,2466578.0,1924528.0,151454.0,1088998.0,1522120.0,1212016.0,1042602.0,911398.0
201604,20160423,46,a1,2995440.0,2638720.0,3225392.0,4078176.0,3467124.0,2407658.0,2853136.0,2825506.0,3692528.0,5636610.0,3682988.0,2224434.0
201604,20160423,47,a1,443648.0,481320.0,701496.0,867898.0,894734.0,864646.0,457568.0,672666.0,710462.0,992970.0,971802.0,899812.0
201605,20160503,48,a1,72744.0,340005.0,574083.0,754651.0,683932.0,475736.0,97196.0,373633.0,369727.0,366751.0,303884.0,233056.0
201605,20160508,49,a1,34991.0,170364.0,173907.0,174463.0,190151.0,245071.0,43013.0,156824.0,134133.0,145298.0,159483.0,157169.0
201605,20160511,50,a1,80572.0,207782.0,570232.0,583531.0,393814.0,275476.0,61210.0,289668.0,365245.0,292224.0,206134.0,175108.0
201605,20160512,51,a1,90350.0,217010.0,360632.0,386935.0,317534.0,289176.0,80513.0,258376.0,260444.0,242791.0,192196.0,186740.0
201605,20160513,52,a1,120073.0,229413.0,415569.0,419863.0,360232.0,234540.0,141906.0,253716.0,292202.0,283675.0,237383.0,172484.0
201605,20160513,53,a1,128351.0,426756.0,880357.0,822504.0,548034.0,419333.0,149138.0,655273.0,811731.0,597889.0,399996.0,354356.0
201605,20160514,54,a1,253606.0,1129273.0,580183.0,379767.0,340245.0,283514.0,339232.0,1207222.0,505019.0,414573.0,341595.0,273590.0
201605,20160514,55,a1,61318.0,166418.0,179150.0,148778.0,141709.0,94717.0,67353.0,178758.0,152589.0,133953.0,131333.0,94272.0
201605,20160514,56,a1,103507.0,355052.0,486379.0,430410.0,346971.0,303830.0,159139.0,457502.0,525678.0,432076.0,312940.0,239398.0
201605,20160520,57,a1,102935.0,230234.0,462989.0,422241.0,283900.0,219401.0,74385.0,303870.0,316748.0,207538.0,141114.0,128306.0
201605,20160521,58,a1,80574.0,179630.0,278223.0,279626.0,257219.0,208419.0,84252.0,173622.0,208110.0,206903.0,189068.0,151760.0
201605,20160521,59,a1,110504.0,141204.0,199907.0,221902.0,201690.0,186380.0,119229.0,157525.0,183519.0,209311.0,151645.0,158390.0
201605,20160522,60,a1,86711.0,147311.0,192271.0,190704.0,165552.0,157739.0,94082.0,161691.0,185182.0,195018.0,149911.0,147342.0
201605,20160522,61,a1,113694.0,223135.0,307880.0,280471.0,248999.0,190953.0,89644.0,224909.0,258342.0,237128.0,192706.0,157455.0
201605,20160526,62,a1,76645.0,394180.0,580397.0,729362.0,682890.0,488893.0,102604.0,423691.0,385240.0,383234.0,314723.0,251133.0
201605,20160527,63,a1,208567.0,516218.0,1162412.0,1299914.0,952838.0,636733.0,296103.0,794568.0,922911.0,798775.0,552140.0,399640.0
201605,20160527,64,a1,222943.0,356631.0,574105.0,627505.0,658343.0,553685.0,215481.0,355665.0,512612.0,613742.0,701731.0,544977.0
201606,20160603,65,a1,3028.33000000008,10839.9500000031,24711.1500000037,27779.3500000038,19696.5900000029,12421.330000003401,6702.7400000013,16066.8300000044,20771.4300000032,17941.2500000032,12024.7800000029,8646.63000000263
201606,20160603,66,a1,2875.8799999999296,22178.4500000009,54148.880000003795,56459.8200000038,37435.470000002,23219.1300000012,5180.20000000022,34579.7100000017,42951.9100000026,32686.3800000012,23015.030000000897,16260.820000001499
201606,20160604,67,a1,1477.79999999985,4566.9100000002,4839.6000000003105,3951.76000000026,3989.8400000002794,2725.20000000004,1581.9699999998402,4533.01000000022,4022.67000000026,3672.95000000019,3658.9700000002294,2607.18999999995
201606,20160624,68,a1,3011.00999999987,17252.6900000039,28919.3400000038,26080.4700000035,24308.8300000013,19389.2600000027,2934.5499999999297,19650.3100000049,22660.4600000048,21542.5100000036,19544.8400000032,12965.2000000034
201606,20160625,69,a1,2148.52999999976,15750.0000000009,21179.7300000009,19297.910000001102,16313.9500000014,12970.980000001202,3226.25999999991,20613.5500000001,19690.000000001,17159.750000001,14934.8300000005,11445.040000000801
