festival_id,restaurants_id,distance
24,265382065,791
24,21693089,275
24,20534968,199
24,13051059,148
24,1232860834,172
24,16443018,782
24,19039988,170
24,18830271,194
24,13107946,961
24,19782125,788
24,27591167,493
24,1943145901,850
25,27348727,271
25,27407959,300
25,1346301870,292
25,21232315,375
25,220828644,106
25,2067124772,429
25,15892869,370
25,22906526,523
25,21326655,600
25,11064200,284
25,18608004,427
25,11152625,463
25,967729291,597
25,21306149,233
25,1488776818,342
25,1822111964,640
25,27540102,684
25,21233273,355
25,15300740,339
25,26608740,313
25,10703052,319
25,10332413,760
25,15982071,796
25,19781214,414
25,207440691,465
25,27493789,175
25,23966819,381
25,11796066,347
25,10852259,380
25,10372376,186
25,7872029,529
25,2038128499,655
25,13288545,287
25,901404875,256
25,11558033,265
25,7885256,453
25,781644913,407
25,26567082,679
25,7937472,580
25,23054755,338
25,8577709,298
25,12518556,354
25,10679979,227
25,10256976,189
25,27584398,111
26,27348727,268
26,27407959,304
26,1346301870,292
26,21232315,374
26,220828644,102
26,2067124772,432
26,15892869,368
26,22906526,520
26,21326655,601
26,11064200,285
26,18608004,428
26,11152625,463
26,967729291,598
26,21306149,230
26,1488776818,345
26,1822111964,637
26,27540102,686
26,15300740,336
26,21233273,357
26,26608740,313
26,10703052,319
26,10332413,757
26,19781214,417
26,15982071,799
26,207440691,462
26,27493789,175
26,23966819,381
26,11796066,349
26,10852259,378
26,10372376,185
26,7872029,526
26,2038128499,656
26,13288545,285
26,901404875,257
26,11558033,264
26,781644913,406
26,7885256,455
26,26567082,676
26,7937472,582
26,23054755,335
26,8577709,298
26,12518556,353
26,10679979,227
26,12793877,635
26,27584398,109
27,8203240,578
27,21532276,145
27,23300753,506
27,15917933,227
27,8176347,736
27,8238823,647
27,391817407,368
27,7937741,208
27,1930890774,309
27,8129950,477
27,138122831,469
27,8200924,588
27,8218085,970
27,420317329,57
27,7948105,526
27,10479275,472
27,7870740,476
27,2138825234,490
27,21656051,414
27,2056053989,452
27,1496980473,342
27,908523329,473
27,591398071,394
27,24064162,37
27,26931187,990
27,10567486,94
27,11892078,455
27,942382056,667
27,382962073,56
27,14617194,634
27,977758389,49
27,12178605,250
27,8215478,786
27,1250554335,434
27,20909639,505
27,8700075,866
27,23960034,616
27,15800636,164
27,20944335,375
27,21878714,180
27,65305259,208
27,1796576261,66
27,7953468,578
27,11892219,269
27,20459116,85
28,15982071,361
28,27407959,348
28,2067124772,414
28,11152625,404
28,19781214,238
28,1488776818,381
28,1346301870,690
28,27348727,727
28,8178288,315
28,17187804,56
28,220828644,558
28,16732242,702
28,21232315,805
28,27493789,339
28,8079539,762
28,18608004,675
28,15892869,663
28,21326655,839
28,21233273,571
28,10325577,21
28,11064200,659
28,10852259,527
28,27540102,877
28,967729291,867
28,855897677,381
28,11211921,289
28,207440691,710
28,18438679,392
28,10679979,344
28,8051186,660
28,26470073,369
28,10256976,324
28,2075565128,798
28,27226001,765
28,21306149,665
28,11796066,593
28,26608740,661
28,11558033,467
28,26558016,633
28,152172304,775
28,13314584,794
28,15431872,620
28,21324404,405
28,27276847,836
28,9923165,616
29,27306859,22
29,561633351,74
29,21555096,366
29,8954829,87
29,27413725,176
29,25984103,1
29,460492777,94
29,22961938,262
29,916333750,160
29,1705574276,230
29,26931187,287
29,21332445,158
29,2092569747,42
29,596544016,226
29,2025519575,178
29,442337123,278
29,18361876,313
29,8176347,528
29,24057506,152
29,26792243,175
29,14542127,274
29,25463398,131
29,7852526,339
29,27338284,89
29,10199904,335
29,8624124,111
29,1783377814,158
29,1865972978,186
29,497931179,135
29,731469845,283
29,1834810171,58
29,13092178,37
29,1663022585,52
29,27495295,268
29,7860491,282
29,22278601,182
29,800964702,350
29,50159054,228
29,22645565,336
29,8203240,863
29,18783566,129
29,14503615,100
29,20180862,308
29,24049171,130
29,27287650,149
30,8176347,208
30,27306859,508
30,561633351,472
30,26931187,310
30,1705574276,294
30,8203240,599
30,8954829,407
30,22961938,462
30,916333750,413
30,460492777,461
30,27413725,532
30,2025519575,316
30,21332445,401
30,21555096,795
30,10199904,289
30,25984103,494
30,596544016,538
30,14542127,399
30,22645565,254
30,731469845,321
30,2092569747,485
30,8700075,148
30,25463398,364
30,1865972978,311
30,11520636,198
30,338935651,232
30,1783377814,405
30,8624124,404
30,497931179,359
30,22278601,313
30,9744554,275
30,27607834,287
30,442337123,646
30,24057506,557
30,27338284,472
30,50159054,423
30,18783566,378
30,26792243,594
30,18361876,701
30,14556210,285
30,138122831,397
30,1834810171,440
30,2106765869,397
30,24047970,263
30,1539090637,303
31,8176347,208
31,27306859,508
31,561633351,472
31,26931187,310
31,1705574276,294
31,8203240,599
31,8954829,407
31,22961938,462
31,916333750,413
31,460492777,461
31,27413725,532
31,2025519575,316
31,21332445,401
31,21555096,795
31,10199904,289
31,25984103,494
31,596544016,538
31,14542127,399
31,22645565,254
31,731469845,321
31,2092569747,485
31,8700075,148
31,25463398,364
31,1865972978,311
31,11520636,198
31,338935651,232
31,1783377814,405
31,8624124,404
31,497931179,359
31,22278601,313
31,9744554,275
31,27607834,287
31,442337123,646
31,24057506,557
31,27338284,472
31,50159054,423
31,18783566,378
31,26792243,594
31,18361876,701
31,14556210,285
31,138122831,397
31,1834810171,440
31,2106765869,397
31,24047970,263
31,1539090637,303
32,2040655168,53
32,250704401,144
32,763250184,82
32,408863053,90
32,12990437,67
32,1367229148,363
32,829236335,355
32,1376992930,69
32,7997827,330
32,24725293,505
32,8041476,125
32,9820808,306
32,27269590,99
32,1906742090,116
32,8524280,61
32,8332362,612
32,8758064,502
32,14505954,388
32,2053098478,461
32,8074478,275
32,1619274444,453
32,8005800,211
32,1941428853,155
32,13327664,373
32,16734831,175
32,11120041,373
32,13499887,53
32,1715596267,176
32,1100835478,229
32,8043030,611
32,2047940243,132
32,1599567374,144
32,10795503,566
32,591996800,54
32,8284119,585
32,8359176,187
32,1354467190,138
32,8641005,373
32,27494735,117
32,1352752034,115
32,835373645,104
32,1497027837,144
32,19158798,703
32,8199745,423
32,8381402,617
33,27306859,93
33,561633351,13
33,21555096,428
33,460492777,31
33,8954829,102
33,27413725,247
33,25984103,72
33,916333750,101
33,21332445,104
33,22961938,324
33,1705574276,252
33,26931187,323
33,2092569747,110
33,596544016,296
33,2025519575,178
33,27338284,20
33,442337123,349
33,8176347,547
33,10199904,287
33,25463398,140
33,1783377814,103
33,24057506,224
33,18361876,383
33,14542127,326
33,26792243,245
33,8624124,151
33,7852526,395
33,1865972978,194
33,497931179,141
33,50159054,162
33,731469845,320
33,1834810171,98
33,14503615,29
33,22645565,295
33,1663022585,51
33,13092178,101
33,22278601,182
33,24049171,72
33,27495295,335
33,7860491,352
33,18783566,158
33,2106765869,114
33,800964702,419
33,27607834,211
33,9744554,244
34,24725293,386
34,27540102,444
34,14612458,299
34,21326655,526
34,1367229148,451
34,27506479,338
34,967729291,539
34,8381402,428
34,19158798,524
34,7904353,511
34,1596298980,41
34,2038128499,514
34,34237220,497
34,7997827,546
34,909320698,414
34,20333726,209
34,11082648,418
34,8199745,393
34,7896379,134
34,13314584,578
34,2040655168,812
34,792642248,369
34,15263398,41
34,11513016,330
34,10371445,435
34,250704401,788
34,7937472,549
34,2028882599,402
34,18608004,699
34,15751933,430
34,1491327179,354
34,27373320,250
34,8063935,217
34,12098170,510
34,20945113,360
34,8099492,497
34,8641005,532
34,21354090,446
34,27501286,532
34,13332560,247
34,16991898,213
34,11120041,618
34,20061368,372
34,13327664,663
34,152172304,700
35,25036918,199
35,1285325677,197
35,1065693087,706
35,13093208,545
35,550495863,711
35,7992623,175
35,27197055,509
35,11221819,690
35,27388900,191
35,16903726,313
35,1050989981,419
35,8552691,811
35,21029575,206
35,11549593,673
35,12506676,386
35,10439711,175
35,16989098,655
35,1410745899,240
35,8853925,342
35,19162981,402
35,25770170,883
35,17066486,200
35,505085989,677
35,894700458,239
35,26993295,575
35,19140202,287
35,21329885,664
35,7858198,702
35,1909959007,89
35,1281387155,608
35,1664962398,645
35,8282140,635
35,26559648,861
35,25118147,315
35,8635963,290
35,16268317,203
35,27177683,655
35,2129205762,164
35,1412092641,401
35,10042350,708
35,21722308,865
35,19031971,353
35,1624572111,385
35,1313463309,498
35,27234119,198
36,21535686,284
36,1974912405,123
36,27474269,80
36,18324577,47
36,276673831,123
36,17361137,100
36,26966268,156
36,1312159706,632
36,124338573,359
36,1703012884,62
36,442572058,551
36,26814600,140
36,27462552,213
36,64685570,52
36,20104975,397
36,11658298,247
36,25090873,340
36,24944823,126
36,17357834,45
36,27549051,124
36,26357129,602
36,21212902,632
36,27510661,458
36,24879049,403
36,27494932,75
36,12765646,79
36,1285925609,330
36,1251846939,712
36,8194939,645
36,8025414,517
36,1796473441,456
36,20373260,52
36,19723946,54
36,26928254,179
36,27029036,760
36,553263844,657
36,14934764,122
36,11646433,53
36,17061718,163
36,216282340,358
36,1952478679,482
36,1146670530,630
36,11401521,212
36,1237680371,265
36,27105570,208
37,2006036855,477
37,10469081,258
37,12447469,340
37,8739377,393
37,1821978316,881
37,783556435,790
37,12079226,841
37,2147382484,883
37,10617612,325
37,7865809,868
37,21732408,863
37,16794177,671
37,26973107,854
37,8398691,884
37,365844151,869
37,18582704,893
37,25044283,815
37,1315266972,988
37,15888481,439
37,8105623,865
37,15942702,392
37,1732214151,739
37,15110084,893
37,15189120,293
37,785795111,912
37,25849722,796
37,1329007271,795
37,8374003,807
37,21801217,876
37,27099047,255
37,7901997,784
37,2121293267,658
37,244669873,680
37,645887293,755
37,25037317,938
37,8079947,808
37,7873176,914
37,1046396970,977
37,12819372,814
37,18338904,393
37,27263579,477
37,1552134355,951
37,25042161,916
37,7864536,948
37,400067777,274
38,487116221,167
38,26792732,276
38,12265333,377
38,1784439722,646
38,18521353,250
38,20089805,363
38,931060242,187
38,1658512250,181
38,69842167,464
38,11975911,654
38,1059380190,258
38,15278736,136
38,11820650,133
38,776506368,475
38,437233415,460
38,26972970,537
38,7817321,924
38,12435138,137
38,8038298,814
38,14829844,100
38,1927373984,52
38,999167061,88
38,27256918,231
38,617389325,262
38,15831022,205
38,882084709,540
38,8675374,579
38,12341235,290
38,7920884,432
38,11101743,651
38,24019212,342
38,79790425,217
38,11978798,710
38,7865887,531
38,12502209,611
38,19036760,846
38,22378402,245
38,12153988,335
38,16794232,139
38,1229275513,538
38,12760402,694
38,1989921382,123
38,1624647804,53
38,27401255,604
38,1936112347,318
39,25632119,630
39,27478244,506
39,1685526961,607
39,16704031,644
39,16415084,565
39,1809904510,488
39,18522216,195
39,294437517,692
39,27205199,718
39,2132131795,429
39,21907450,623
39,21414890,304
39,775276928,524
39,16047067,564
39,16765060,773
39,27419041,624
39,20103235,243
39,1226841209,960
39,1688827203,493
39,413540416,591
39,7862771,524
39,11749323,337
39,17667773,748
39,27279489,543
39,301538502,495
39,206352939,510
39,25160580,764
39,134562231,527
39,1707373026,583
39,16022352,518
39,984236026,474
39,23149210,613
39,392107895,548
39,27318920,566
39,16301521,563
39,16850738,775
39,16501916,618
39,20380907,500
39,8474981,879
39,13560742,586
39,1044978432,531
39,1901037225,428
39,20646588,636
39,16905513,678
39,1228588130,676
40,12394361,253
40,9506831,150
40,957308969,576
40,26895356,329
40,1542964851,108
40,1317873010,353
40,1624951528,265
40,24045241,186
40,15383538,454
40,905833957,226
40,1044239398,171
40,9212593,247
40,27219479,536
40,19857441,182
40,833348805,436
40,21127695,824
40,19777856,810
40,16505127,285
40,366655652,492
40,19360766,370
40,1366316659,459
40,354980313,363
40,21411169,369
40,19453370,696
40,20625615,350
40,20692538,450
40,1910496019,161
40,26874409,367
40,13110719,780
40,17520313,459
40,316223526,169
40,18205030,319
40,1389332174,451
40,1335959322,359
40,1410099173,410
40,914004475,237
40,27090884,195
40,21747203,558
40,1749560295,758
40,1857841704,153
40,21331132,414
40,27504396,381
40,181693790,412
40,24046173,356
40,8084682,241
41,1833590040,370
41,8726830,385
41,116125347,189
41,9655095,612
41,1207496559,334
41,24991982,723
41,344121442,675
41,8539855,574
41,20549279,277
41,26773627,299
41,8008049,616
41,11962375,583
41,16762987,626
41,2024041677,395
41,710834889,475
41,489372057,396
41,17672402,829
41,506905853,938
41,26463186,564
41,27165317,648
41,1050495719,484
41,501704203,532
41,11486122,485
41,191605408,504
41,732587440,897
41,15672444,138
41,911494894,628
41,410908924,328
41,1087309733,480
41,16684225,674
41,610009306,681
41,21402527,348
41,15656713,972
41,27414220,664
41,21402297,734
41,934310592,906
41,10773508,440
41,23958787,328
41,16879561,986
41,335665272,685
41,1897484106,892
41,96618891,675
41,24727623,680
41,18519172,569
41,9474171,538
42,1417496019,276
42,132251546,796
42,12502472,216
42,1960075991,580
42,27300595,633
42,1915691931,275
42,1882210601,163
42,23343298,564
42,1285896936,89
42,676501973,810
42,283519875,252
42,1211373329,133
42,15887659,897
42,27122232,87
42,27495244,585
42,1239271790,819
42,18635224,980
42,896503806,157
42,1717280022,892
42,7973965,533
42,23791258,955
42,719999891,467
42,8597039,663
42,20257516,789
42,16705141,192
42,16646821,864
42,11166187,618
42,14550001,571
42,8189465,146
42,801227960,926
42,19175819,686
42,7850682,77
42,27255725,410
42,1419499815,667
42,897267804,381
42,1281044918,941
42,467617242,733
42,21423323,939
42,26630202,916
42,1203212068,987
42,1126183666,888
42,27579021,818
42,10018737,122
42,100768054,678
42,7834524,619
43,12460195,140
43,7815463,573
43,1701868494,171
43,1028261118,525
43,18539172,199
43,1601456521,912
43,2097885929,949
43,27444472,23
43,2147100552,129
43,17588226,50
43,27496127,67
43,7908636,34
43,9054096,203
43,258630503,181
43,21237096,34
43,10625264,62
43,21960130,864
43,16590379,963
43,17550298,102
43,1676142968,184
43,13608491,883
43,27478815,23
43,21414329,350
43,1572967845,889
43,1163481691,22
43,9205614,467
43,1610937135,426
43,65946463,136
43,20743795,757
43,1575054414,53
43,20534341,397
43,27266923,37
43,27603633,455
43,827764719,437
43,1461918151,94
43,1445990797,488
43,23495499,906
43,26898894,927
43,13287922,121
43,8093485,129
43,19850675,923
43,1541371104,74
43,1856200473,838
43,23786499,170
43,22675486,897
44,7815463,135
44,2097885929,465
44,24658744,587
44,16590379,497
44,1601456521,623
44,21960130,362
44,25450376,617
44,26086942,551
44,13608491,416
44,1572967845,413
44,17005666,540
44,12460195,584
44,26898894,441
44,27174611,665
44,23495499,436
44,298434750,473
44,19850675,469
44,592034631,623
44,331097438,595
44,1230879641,673
44,22675486,412
44,767594066,470
44,1856200473,359
44,18539172,361
44,2075548768,611
44,25808164,457
44,26904390,560
44,20743795,359
44,1576324744,434
44,1254595213,575
44,1365118901,508
44,16051406,422
44,1701868494,562
44,1553758187,432
44,20373658,515
44,583525566,562
44,888891243,660
44,27125969,560
44,27525545,604
44,26792775,340
44,26539020,322
44,16328989,468
44,311184645,570
44,399114409,552
44,736602099,355
45,21232373,37
45,12094800,739
45,72094273,554
45,27483462,345
45,147000046,773
45,288733602,247
45,611654148,153
45,19156674,249
45,27164145,101
45,19976385,885
45,26800014,2
45,16317522,435
45,1440090303,774
45,18661043,797
45,17135876,881
45,19025679,871
45,1210429271,785
45,17794936,181
45,21312658,157
45,18839561,250
45,16147900,368
45,16746763,160
45,2046857945,987
45,18889797,223
45,627325086,927
45,17021076,883
45,21391475,122
45,1389004092,190
45,24203258,44
45,12363429,965
45,118333888,275
45,17990578,524
45,380562553,15
45,8571321,904
45,431273067,35
45,1446767520,849
45,18841397,879
45,12403146,792
45,15242693,972
45,17803172,921
45,19857655,986
45,16952007,866
45,17802787,972
45,1980485982,992
45,21302685,992
46,8176347,208
46,27306859,508
46,561633351,472
46,26931187,310
46,1705574276,294
46,8203240,599
46,8954829,407
46,22961938,462
46,916333750,413
46,460492777,461
46,27413725,532
46,2025519575,316
46,21332445,401
46,21555096,795
46,10199904,289
46,25984103,494
46,596544016,538
46,14542127,399
46,22645565,254
46,731469845,321
46,2092569747,485
46,8700075,148
46,25463398,364
46,1865972978,311
46,11520636,198
46,338935651,232
46,1783377814,405
46,8624124,404
46,497931179,359
46,22278601,313
46,9744554,275
46,27607834,287
46,442337123,646
46,24057506,557
46,27338284,472
46,50159054,423
46,18783566,378
46,26792243,594
46,18361876,701
46,14556210,285
46,138122831,397
46,1834810171,440
46,2106765869,397
46,24047970,263
46,1539090637,303
47,8176347,208
47,27306859,508
47,561633351,472
47,26931187,310
47,1705574276,294
47,8203240,599
47,8954829,407
47,22961938,462
47,916333750,413
47,460492777,461
47,27413725,532
47,2025519575,316
47,21332445,401
47,21555096,795
47,10199904,289
47,25984103,494
47,596544016,538
47,14542127,399
47,22645565,254
47,731469845,321
47,2092569747,485
47,8700075,148
47,25463398,364
47,1865972978,311
47,11520636,198
47,338935651,232
47,1783377814,405
47,8624124,404
47,497931179,359
47,22278601,313
47,9744554,275
47,27607834,287
47,442337123,646
47,24057506,557
47,27338284,472
47,50159054,423
47,18783566,378
47,26792243,594
47,18361876,701
47,14556210,285
47,138122831,397
47,1834810171,440
47,2106765869,397
47,24047970,263
47,1539090637,303
48,132251546,375
48,9235193,280
48,16852004,698
48,15887659,378
48,26541520,448
48,26940039,649
48,12722159,269
48,1430669786,168
48,193384551,792
48,1540231913,537
48,13321558,432
48,1960075991,476
48,15952694,333
48,10673415,371
48,1624129927,276
48,20524191,317
48,1306092036,419
48,801227960,495
48,16646821,431
48,1126183666,366
48,14745283,653
48,1717280022,648
48,13018437,166
48,17884161,757
48,12506935,998
48,27300595,738
48,1836165026,475
48,14088544,480
48,27579021,280
48,1933812929,266
48,927793245,456
48,12179482,746
48,20809318,834
48,26347400,323
48,18635224,865
48,8597039,418
48,15980007,381
48,11829911,698
48,1752068364,312
48,23343298,601
48,952557904,626
48,14931853,865
48,631639153,905
48,694674790,377
48,1840970076,520
49,18668029,712
49,2029569771,437
49,1013549731,647
49,16534078,786
49,16623635,816
49,12450198,791
49,24892245,876
49,11145550,828
49,1231670072,658
49,593630871,947
49,8235626,580
49,492390764,781
49,13290661,392
49,17664443,747
49,882009176,745
49,22321337,740
49,10635400,988
49,16415758,416
49,26792341,737
49,12450131,760
49,27227099,792
49,27486458,998
49,19699328,809
49,18154431,829
49,21305968,714
49,16846698,901
49,16762584,737
49,24663921,842
49,1532546627,862
49,20036073,543
49,133148719,959
49,15289048,702
49,16935414,877
49,946681694,419
49,27148090,690
49,286503956,785
49,65532475,974
49,16905500,962
49,1995242054,987
