festival_name,address_name,place_name,x,y,road_address_name,place_url
D.FESTA 대학로거리공연축제,,,,,,
2015 세계문자심포지아,,,,,,
단종비 정순왕후 추모문화제,,,,,,
북촌축제,서울 중구 태평로1가 31,경북착한사과페스티벌,126.977946291319,37.5656653920858,서울 중구 세종대로 110,http://place.map.kakao.com/21909564
북촌축제,서울 중구 태평로2가 17-3,영양고추핫페스티벌,126.977974594622,37.5656446744599,,http://place.map.kakao.com/99431366
북촌축제,서울 성북구 성북동 142,성북동문화재야행,127.001426591381,37.5932126310481,,http://place.map.kakao.com/1671573387
북촌축제,서울 중구 정동 8-11,정동문화축제,126.972780284791,37.5658553252199,서울 중구 정동길 43,http://place.map.kakao.com/8060968
북촌축제,서울 종로구 명륜4가 111-2,축제소극장,127.00085136407,37.5818457122351,서울 종로구 대학로9길 18,http://place.map.kakao.com/15202011
북촌축제,서울 종로구 명륜2가 4,축제tv,126.999221047949,37.5861164208799,서울 종로구 혜화로3길 19,http://place.map.kakao.com/1241803642
북촌축제,서울 종로구 명륜2가 4,한국축제방송 서울본사,126.999221047949,37.5861164208799,서울 종로구 혜화로3길 19,http://place.map.kakao.com/810971935
서울 아시테지 겨울축제,,,,,,
2015 국악로 대축제,,,,,,
24절기 전통문화체험,,,,,,
토요문화 나눔한마당,,,,,,
제36회 서울연극제,,,,,,
전통한복축제,,,,,,
제14회 대학로문화축제,,,,,,
인사동전통음식축제,,,,,,
인사전통명가전,,,,,,
청계천 답교놀이,,,,,,
제23회 아시테지 국제여름축제,,,,,,
남산해맞이축제,,,,,,
충무공이순신탄신기념행사,,,,,,
"중구 야행
(夜行)",,,,,,
남대문관광특구축제,,,,,,
자매도시 농특산물축제한마당,,,,,,
신당동떡볶이축제,,,,,,
"다동,무교동가을음식문화축제",,,,,,
동대문관광특구축제,,,,,,
명동페스티벌,서울 중구 태평로1가 1,서울 크리스마스페스티벌,126.977786791037,37.569154017912,,http://place.map.kakao.com/450584879
명동페스티벌,서울 중구 태평로1가 54-3,서울드럼페스티벌,126.977964394097,37.5656906233558,서울 중구 세종대로 110,http://place.map.kakao.com/7935778
명동페스티벌,서울 중구 남대문로5가 6-7,페스티발,126.973136151082,37.5582906392268,서울 중구 세종대로 15,http://place.map.kakao.com/8631430
명동페스티벌,서울 중구 필동2가 84-1,떡한과페스티벌,126.99477112382,37.5592684584517,서울 중구 퇴계로34길 28,http://place.map.kakao.com/877931076
명동페스티벌,서울 중구 태평로1가 31,경북착한사과페스티벌,126.977946291319,37.5656653920858,서울 중구 세종대로 110,http://place.map.kakao.com/21909564
명동페스티벌,서울 종로구 관철동 12-2,페스티벌봄,126.986760842738,37.5690184140281,서울 종로구 종로14길 24,http://place.map.kakao.com/497643625
명동페스티벌,서울 중구 태평로2가 17-3,영양고추핫페스티벌,126.977974594622,37.5656446744599,,http://place.map.kakao.com/99431366
명동페스티벌,서울 종로구 내수동 74,광화문국제아트페스티벌,126.973126062472,37.5737733521993,서울 종로구 세종대로 175,http://place.map.kakao.com/26221211
명동페스티벌,서울 중구 을지로7가 143,서울아프리카페스티벌,127.009802310779,37.5668815875452,서울 중구 을지로 281,http://place.map.kakao.com/664603205
명동페스티벌,서울 종로구 내수동 74,광화문국제아트페스티벌조직위원회,126.973166810979,37.5737841734061,서울 종로구 사직로8길 42,http://place.map.kakao.com/23831933
명동페스티벌,서울 용산구 남영동 131-1,(사단)서울아리랑페스티벌조직위원회,126.973703686576,37.5407176916654,서울 용산구 한강대로72길 3,http://place.map.kakao.com/23763683
명동페스티벌,서울 마포구 공덕동 83-6,인디다큐페스티발 사무국,126.958147152894,37.5497484222417,서울 마포구 만리재옛길 65-6,http://place.map.kakao.com/361898384
북창동가을음식문화축제,,,,,,
이태원 지구촌축제,서울 용산구 이태원동 119-25,이태원지구촌축제,126.993387977611,37.534745000082,서울 용산구 이태원로27가길 42,http://place.map.kakao.com/12764393
남이장군사당제,,,,,,
응봉산 해맞이 축제,,,,,,
응봉산 개나리 축제,서울 성동구 응봉동,응봉산개나리축제,127.029897499672,37.5481843169946,,http://place.map.kakao.com/8044678
경기소리축제,,,,,,
"성동 겨레의 소리 악(樂) 
페스티벌",,,,,,
찾아가는 음악회,,,,,,
행당동 아기씨당굿,,,,,,
왕십리문화마당,서울 중구 신당동 333-260,청구동새마을작은도서관,127.015971213941,37.5563356488805,서울 중구 다산로24가길 23,http://place.map.kakao.com/21812230
성동문화마당,서울 노원구 월계동 320-11,문화마당 중계1호점,127.060595947377,37.6316837224127,서울 노원구 월계로55길 15,http://place.map.kakao.com/9776336
성동문화마당,서울 중구 신당동 333-260,청구동새마을작은도서관,127.015971213941,37.5563356488805,서울 중구 다산로24가길 23,http://place.map.kakao.com/21812230
중랑천 장미문화축제,,,,,,
용마산 가을문화축제,,,,,,
4회 2015 중랑구민합창대회,,,,,,
봉황각 3.1독립운동 재현행사,,,,,,
"4.19민주혁명
국민문화제",,,,,,
삼각산축제,서울 강북구 수유동 175-43,맛들의 찜축제,127.026803356397,37.64210081460279,서울 강북구 도봉로95길 41,http://place.map.kakao.com/411198786
삼각산축제,서울 성북구 종암동 130-1,맛들의축제 성북점,127.03006911324823,37.603512543161685,서울 성북구 종암로21길 133,http://place.map.kakao.com/389431161
삼각산축제,서울 은평구 역촌동 71-1,축제와파티,126.909568763087,37.605117925598,서울 은평구 갈현로11길 7,http://place.map.kakao.com/12047676
삼각산축제,서울 노원구 중계동 154-11,새벽바다오징어축제,127.074323032644,37.659988383326,서울 노원구 덕릉로83길 17,http://place.map.kakao.com/27496113
삼각산축제,서울 노원구 상계동 389-471,맛들의축제 노원점,127.068632868204,37.6590043554964,서울 노원구 상계로23길 20,http://place.map.kakao.com/1743716766
삼각산축제,경기 고양시 덕양구 고양동 1071,축제,126.901498345256,37.7177304972417,경기 고양시 덕양구 보광로 5,http://place.map.kakao.com/719367306
삼각산축제,서울 종로구 명륜2가 4,축제tv,126.999221047949,37.5861164208799,서울 종로구 혜화로3길 19,http://place.map.kakao.com/1241803642
삼각산축제,서울 종로구 명륜2가 4,한국축제방송 서울본사,126.999221047949,37.5861164208799,서울 종로구 혜화로3길 19,http://place.map.kakao.com/810971935
삼각산축제,서울 은평구 역촌동 14-7,맛들의축제 은평점,126.92060027876,37.6083369897014,서울 은평구 서오릉로 95,http://place.map.kakao.com/986065327
도봉등축제,서울 노원구 중계동,노원등축제,127.069836214587,37.6515074773372,,http://place.map.kakao.com/1839271091
도봉산산사축제,,,,,,
초안산 궁중문화제,,,,,,
노원등축제,서울 노원구 중계동,노원등축제,127.069836214587,37.6515074773372,,http://place.map.kakao.com/1839271091
"노원문화축제
(노원탈축제)",,,,,,
불광천벚꽃축제,서울 은평구 응암동 114-9,불광천벚꽃축제,126.915887073459,37.5979218830014,,http://place.map.kakao.com/1105614991
북한산페스티벌,서울 중구 태평로1가 1,서울 크리스마스페스티벌,126.977786791037,37.569154017912,,http://place.map.kakao.com/450584879
북한산페스티벌,서울 강북구 미아동 484-12,페스티발곱창,127.02920742034,37.6124830117525,서울 강북구 숭인로 67,http://place.map.kakao.com/21307056
북한산페스티벌,서울 종로구 내수동 74,광화문국제아트페스티벌,126.973126062472,37.5737733521993,서울 종로구 세종대로 175,http://place.map.kakao.com/26221211
북한산페스티벌,서울 종로구 내수동 74,광화문국제아트페스티벌조직위원회,126.973166810979,37.5737841734061,서울 종로구 사직로8길 42,http://place.map.kakao.com/23831933
북한산페스티벌,서울 종로구 관철동 12-2,페스티벌봄,126.986760842738,37.5690184140281,서울 종로구 종로14길 24,http://place.map.kakao.com/497643625
은평누리축제,서울 은평구 녹번동 153-59,은평누리축제,126.92330346166,37.6051997297099,서울 은평구 서오릉로 지하 47,http://place.map.kakao.com/909477200
신촌대학 문화축제 ,,,,,,
서대문 독립민주축제,,,,,,
서대문 북페스티벌,,,,,,
크리스마스 거리축제,서울 서대문구 창천동 31-123,신촌크리스마스 거리축제,126.936413421649,37.5569322852048,서울 서대문구 연세로5길 11,http://place.map.kakao.com/1074726988
홍제천 생명의 축제,,,,,,
물총축제,서울 서대문구 창천동,신촌물총축제,126.936896810013,37.5581218608267,,http://place.map.kakao.com/739986241
마포나루새우젓축제,서울 마포구 성산동 390-1,마포나루새우젓축제,126.896224801395,37.5650740376256,서울 마포구 월드컵로 243-48,http://place.map.kakao.com/51595700
하늘공원 해맞이 행사,,,,,,
마포음식문화축제,,,,,,
서울국제뉴미디어페스티벌,,,,,,
대한민국라이브뮤직페스티벌,,,,,,
인디로드페스티벌,,,,,,
서울프린지페스티벌,서울 마포구 서교동,서울프린지페스티벌,126.924185577936,37.5528129140479,,http://place.map.kakao.com/11143319
서울와우북페스티벌,서울 마포구 서교동 411-19,서울와우북페스티벌,126.92189417958,37.5492903199644,서울 마포구 와우산로15길 27,http://place.map.kakao.com/17007642
망원정축제,,,,,,
홍대거리미술전,서울 마포구 상수동 72-1,홍대앞거리미술전,126.925545437741,37.5509757434611,,http://place.map.kakao.com/8155560
봄꽃축제,서울 영등포구 여의도동 8,영등포 여의도봄꽃축제,126.918376714246,37.53298345217,,http://place.map.kakao.com/23982575
봄꽃축제,전남 순천시 오천동 600,순천만국가정원 봄꽃축제,127.4989238164,34.9292687119481,전남 순천시 국가정원1호길 47,http://place.map.kakao.com/1316646340
봄꽃축제,서울 동대문구 장안동 356,동대문봄꽃축제,127.074045313715,37.5674065798614,서울 동대문구 장안벚꽃로 67,http://place.map.kakao.com/26246376
봄꽃축제,경북 안동시 운흥동 300-15,안동봄꽃축제,128.73618908549,36.5611817883225,경북 안동시 육사로 239,http://place.map.kakao.com/189278303
봄꽃축제,경기 가평군 상면 행현리 623-3,아침고요수목원 봄나들이 봄꽃축제,127.352537118301,37.7439564261827,경기 가평군 상면 수목원로 432,http://place.map.kakao.com/27212982
봄꽃축제,울산 중구 태화동 107,태화강봄꽃대향연,129.297175880197,35.5479773418479,,http://place.map.kakao.com/1924863925
봄꽃축제,대구 동구 봉무동,대구봄꽃페스티벌,128.638831702027,35.9241593268911,,http://place.map.kakao.com/13124587
신록축제,,,,,,
허준축제,서울 강서구 가양동 1471,허준축제,126.852247392708,37.568209506186,서울 강서구 허준로5길 42,http://place.map.kakao.com/42548942
동화축제,경기 포천시 신북면 삼정리 517-2,허브아일랜드 불빛동화축제,127.131761728789,37.9653664548124,경기 포천시 신북면 청신로947번길 35,http://place.map.kakao.com/11658197
동화축제,경북 청도군 화양읍 삼신리 879,청도프로방스 별빛동화마을빛축제,128.718786515206,35.6839700961042,경북 청도군 화양읍 이슬미로 272-28,http://place.map.kakao.com/958133163
동화축제,서울 광진구 능동 18,서울동화축제,127.08106716486,37.5501893222734,서울 광진구 능동로 216,http://place.map.kakao.com/459956897
동화축제,대구 동구 용수동 27-5,팔공산벚꽃축제,128.697094622916,35.989488031607,,http://place.map.kakao.com/24372025
구로문화축제,서울 마포구 망원동 415-34,퀴어문화축제 사무국,126.904648058373,37.556337870896,서울 마포구 포은로 105,http://place.map.kakao.com/213910567
구로문화축제,서울 영등포구 영등포동1가 82,한국축제문화진흥협회,126.914039806369,37.5184345998969,서울 영등포구 경인로114길 10,http://place.map.kakao.com/27535546
금천하모니 벚꽃축제,서울 금천구 시흥동 1020,금천하모니벚꽃축제,126.895393355835,37.456934797745,서울 금천구 시흥대로73길 70,http://place.map.kakao.com/1787016810
정월대보름민속놀이축제 ,,,,,,
영등포 여의도 봄꽃축제,서울 영등포구 여의도동 8,영등포 여의도봄꽃축제,126.918376714246,37.53298345217,,http://place.map.kakao.com/23982575
단오한마당 ,,,,,,
도심속바다축제,,,,,,
관악산 철쭉제,,,,,,
책잔치,경기 파주시 문발동 524-3,파주출판도시 어린이책잔치,126.686792069163,37.7084828593271,경기 파주시 회동길 145,http://place.map.kakao.com/196427941
낙성대인헌제,,,,,,
다문화박람회,,,,,,
강동선사문화축제,서울 강동구 암사동 139-2,강동선사문화축제,127.130257802123,37.5605464139303,서울 강동구 올림픽로 875,http://place.map.kakao.com/11263627
